sourceLanguage 	 targetLanguage 	 sourceText 	 targetText 	 conversationId 	 direction 	 tone 	 customerId
en 	 nl 	 If we buy the PRS-ORG, we need to launch game from Steam launcher. 	 Als we de Steam PRS-ORG kopen, moeten we de game starten vanuit Steam Launcher. 	 6429f4aa464acec0c59a99a7 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 63f0d2a08eee422e72df7723 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 63f0d2a08eee422e72df7723 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 What is your first name, if I may ask? 	 63f0d2a08eee422e72df7723 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ton 	 ton 	 63f0d2a08eee422e72df7723 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 de PRS-ORG app downloaden lukt niet 	 downloading the PRS-ORG app fails 	 63f0d2a08eee422e72df7723 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hi NAME-M! 	 Hallo NAME-M, 	 63f0d2a08eee422e72df7723 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 It's nice to meet you! 	 Fijn je te ontmoeten. 	 63f0d2a08eee422e72df7723 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 How may I assist you today? 	 Hoe kan ik je helpen? 	 63f0d2a08eee422e72df7723 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 door te zorgen dat het downloaden van de PRS-ORG app gaat lukken 	 by making sure that downloading the PRS-ORG app is going to work 	 63f0d2a08eee422e72df7723 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 As I can understand, you are not able to download the PRS-ORG App, correct? 	 Zoals ik kan begrijpen, kun je de PRS-ORG-app niet downloaden, klopt dat? 	 63f0d2a08eee422e72df7723 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 May I please ask what is the error message you see when it fails? 	 Mag ik alsjeblieft vragen wat de foutmelding is die je ziet als het mislukt? 	 63f0d2a08eee422e72df7723 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ja dat klopt 	 yes it is 	 63f0d2a08eee422e72df7723 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 als ik PRS-ORG open, staat er een popup dat ik de nieuwe PRS-ORG app moeten installeren. 	 When I open PRS-ORG, there is a popup saying I need to install the new PRS-ORG app. 	 63f0d2a08eee422e72df7723 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Als ik dit probeer staat er dat er een fout is opgetreden. 	 When I try this it says an error occurred. 	 63f0d2a08eee422e72df7723 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thanks for the confirmation, I will try my best to resolve this for you. 	 Bedankt voor de bevestiging, ik zal mijn best doen om dit voor je op te lossen. 	 63f0d2a08eee422e72df7723 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please uninstall PRS-ORG first, the reboot your PC and then open this link which I am sharing below, 	 Verwijder eerst PRS-ORG, start je pc opnieuw op en open vervolgens deze link die ik hieronder deel, 	 63f0d2a08eee422e72df7723 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 URL 	 URL 	 63f0d2a08eee422e72df7723 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Are we still connected? 	 Zijn we nog steeds verbonden? 	 63f0d2a08eee422e72df7723 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 What is your first name, if I may ask? 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hoi, ik ben NAME-F 	 Hi, I'm NAME-F 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hello NAME-F 	 Hoi NAME-F, 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 ! Nice to meet you. 	 ! Aangenaam kennis te maken. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hope you doing fine. 	 Ik hoop dat het goed met je gaat. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 How may I help you today? 	 Hoe kan ik je helpen? 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hallo NAME-M. 	 Hello NAME-M. 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Zeker gaat het goed, ik hoop met jou ook :)   ik had een vraagje 	 Certainly things are going well, I hope with you too :) I had a question 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 gisteren heb ik PRS-ORG aangeschaft 	 yesterday I purchased PRS-ORG 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 En dit betaald met PRS-ORG. 	 And this paid for with PRS-ORG. 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 In eerste instantie leek er iets fout te gaan met betalen, maar toen ging het toch goed en ging het spel downloaden. 	 At first something seemed to go wrong with paying, but then it went right and the game started downloading. 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Maar ik kreeg daarna twee facturen binnen op de mail (vanuit PRS-ORG) (waarbij de aanschaftijd op een paar seconden afwijkt) en het is ook 2 keer afg 	 But I then received two invoices in the mail (from PRS-ORG) (where the purchase time differs by a few seconds) and it is also 2 times off 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 afgeschreven 	 depreciated 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Oh ok! 	 Oh, ok! 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Not to worry, I get your concern here is regarding having purchased PRS-ORG and not able to hit the download. 	 Geen zorgen, ik begrijp je bezorgdheid hier over het hebben van een PRS-ORG en het niet kunnen raken van de download. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Lets quickly work on that for you. 	 Laten we dit snel regelen. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Can I have your PRS-ORG associated email please? 	 Wat is het e-mailadres dat aan je PRS-ORG account is gekoppeld? 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Let me check if the payment has gone through or not NAME-F. 	 Laat me controleren of de betaling is doorlopen of niet NAME-F. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik weet eigenlijk niet of ik bij jullie wel goed zit hoor, of dat ik bij PRS-ORG hiervoor moet zijn:) 	 Actually, I don't know if I'm right with you guys, or if I should go to PRS-ORG for this:) 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 EMAIL 	 EMAIL 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Awesome, a verification code is sent on the email, please would you mind sharing it? 	 Geweldig, er wordt een verificatiecode naar de e-mail gestuurd. Zou je deze willen delen? 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 de betaling is denk ik wel doorlopen, want het is nu 2 keer betaald voor wat ik op mijn rekening zie 	 the payment has gone through I think, because it is now 2 paid for what I see on my account 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ALPHANUMERICID 	 ALPHANUMERICID 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ik heb het gekocht bij PRS-ORG 	 I bought it from PRS-ORG 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 The payment is actually listed as "failed" on on our end so on my end I can assure you that no money has been received, however yes, if any money is deducted on your end you must actually contact the payment service provider or the back for such deduction and you will be reverted accordingly, nothing to be concerned about. 	 De betaling wordt eigenlijk aan onze kant vermeld als "mislukt", dus aan mijn kant kan ik je verzekeren dat er geen geld is ontvangen, maar ja, als er geld aan jouw kant wordt afgetrokken, moet je eigenlijk contact opnemen met de betalingsdienstaanbieder of de achterkant voor een dergelijke afschrijving en je wordt dienovereenkomstig teruggestort, niets om je zorgen te maken. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 That will just get it sorted. 	 Dat zal het gewoon oplossen. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 You have been amazingly calm and cooperative, much appreciated. 	 Bedankt voor je geduld en medewerking, ik waardeer het zeer. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Anything else from me at this moment! 	 Kan ik nog iets anders voor je doen? 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Feel free to share, would love to get it clarified to you! 	 Laat het mij gerust weten, ik zal het graag voor je ophelderen! 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 oh wat gek, want het spel is wel gedownload en geïnstalleerd. 	 oh how strange, because the game did download and install. 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ik ga even verder kijken dan 	 I'll go and have a look then 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt! 	 Thank you! 	 62ecf7fb2e5e35fb331fe8f1 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Sure thing will appreciate that NAME-F and hey thanks to you for taking some time and making a contact. 	 Natuurlijk waardeer het NAME-F en bedankt dat je even de tijd hebt genomen om contact op te nemen. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Have a nice time ahead, it was nice talking to you. 	 Ik wens je een fijne tijd, het was leuk om met je te praten. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Good luck with everything ahead and spread a smile. 	 Veel succes alles wat nog komt en blijf lachen. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Take care. 	 Pas goed op jezelf. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Sm 	 sm 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 ile. 	 Ile. 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Smile* 	 Lachen! 	 62ecf7fb2e5e35fb331fe8f1 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 What is your first name, if I may ask? 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hey, there! 	 Hallo daar! 	 61f96ef3b9b32a39e05a381f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I hope you are doing well. 	 Ik hoop dat het goed met je gaat. 	 61f96ef3b9b32a39e05a381f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 How may I assist you? 	 Hoe kan ik je helpen? 	 61f96ef3b9b32a39e05a381f 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hoi, ik ben NAME-M 	 Hi, I'm NAME-M 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heb vanmiddag contact gehad over dat ik afgelopen zaterdag gehackt ben. 	 I was contacted this afternoon about being hacked last Saturday. 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik hoop niet dat ik weer helemaal moet uitleggen. 	 I hope I don't have to explain again. 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ze hebben mijn account daarstraks gereset. 	 They just reset my account. 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heb een nieuw wachtwoord aangemaakt, maar kan me nu niet aanmelden. 	 I have created a new password, but I can't log in now. 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ook wil ik graag weten of ik mijn team nog terug kan krijgen. 	 I would also like to know if I can still get my team back. 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Sorry dat ik nu misschien wat bot overkom, maar ik heb al 3x heel mijn verhaal gedaan over dat ik gehackt ben en ik heb mijn team nog niet terug, kan niet op de transfermarkt en kan nu ook niet inloggen.. 	 Sorry to be a bit blunt, but I've already told my story 3 times about being hacked and I haven't got my team back yet, I can't go to the transfer market and can't log in now.. 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 No worries, I will try to assist you in securing your PRS-ORG Account and help you in getting access to your account back. 	 Geen zorgen, ik zal proberen je te helpen bij het beveiligen van je PRS-ORG-Account en je helpen om weer toegang te krijgen tot je account. 	 61f96ef3b9b32a39e05a381f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Do you have any previous case number so that I can help you in getting 	 Heb je een eerdere zaaknummer zodat ik je kan helpen bij het krijgen 	 61f96ef3b9b32a39e05a381f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 the information about last case? 	 De informatie over de laatste zaak? 	 61f96ef3b9b32a39e05a381f 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik zie alleen dit nummer staan in de mail 	 I only see this number in the email 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 PHONENUMBER 	 PHONENUMBER 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Verder kan ik niet inloggen bij PRS-ORG, dus kan ik ook niet terugkijken naar de vorige chats... 	 Furthermore, I can't log in to PRS-ORG, so I can't look back to the previous chats... 	 61f96ef3b9b32a39e05a381f 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Awesome! 	 Geweldig! 	 61f96ef3b9b32a39e05a381f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 This is one that I have asked. 	 Dit is hetgeen dat ik heb gevraagd. 	 61f96ef3b9b32a39e05a381f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Let me check this and help you with teh information. 	 Laat me dit controleren en je helpen met de informatie. 	 61f96ef3b9b32a39e05a381f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 No worries, I will try to assist you in securing your PRS-ORG Account and help you in getting access to your account back. 	 Geen zorgen, ik zal proberen je te helpen bij het beveiligen van je PRS-ORG-Account en je helpen om weer toegang te krijgen tot je account. 	 61f96ef3b9b32a39e05a381f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please share the registered email ID of your PRS-ORG account and console username with me. 	 Deel de geregistreerde e-mail-ID van je PRS-ORG-Account en console-Gebruikersnaam met mij. 	 61f96ef3b9b32a39e05a381f 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 636257720ba53fda93531eee 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 636257720ba53fda93531eee 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 What is your first name, if I may ask? 	 636257720ba53fda93531eee 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 NAME-F 	 NAME-F 	 636257720ba53fda93531eee 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hello NAME-F! 	 Hoi NAME-F, 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hope you are doing well. 	 Ik hoop dat het goed met je gaat. 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ja, ik had een vraag over een game die ik net gekocht heb via PRS-ORG. 	 Yes, I had a question about a game I just bought through PRS-ORG. 	 636257720ba53fda93531eee 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heb de betaling voldaan, maar het spel niet ontvangen. 	 I made the payment, but did not receive the game. 	 636257720ba53fda93531eee 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bij de betaling staat gererserveerd 	 The payment states reserved 	 636257720ba53fda93531eee 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Kan jij mij verder helpen om dit op te lossen? 	 Can you help me further to solve this? 	 636257720ba53fda93531eee 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 As I can see you have purchased a game from PRS-ORG and now you are unable to find the game. 	 Zoals ik kan zien, heb je een game gekocht bij PRS-ORG en nu kun je het spel niet vinden. 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I will surely check this for you and help you with this. 	 Ik zal dit zeker voor je controleren en je hierbij helpen. 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Could you please help me with the email address linked to your PRS-ORG account? 	 Kun je me alsjeblieft helpen met het e-mailadres dat aan je PRS-ORG-Account is gekoppeld? 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Natuurlijk: EMAIL 	 Of course: EMAIL 	 636257720ba53fda93531eee 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bij voorbaar dank voor uw hulp 	 Thank you in advance for your help 	 636257720ba53fda93531eee 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 You are welcome, NAME-F! 	 Graag gedaan, NAME-F. 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Could you please help me with the invoice number of the purchase you have made? 	 Kun je me alsjeblieft helpen met het factuurnummer van de aankoop die je hebt gedaan? 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 It seems you are away from your keyboard, this puts us in a bad spot, I would request you to please return to this chat window as it might get disconnected soon cause of this. 	 Het lijkt erop dat je niet bij je toetsenbord bent, wil je alsjeblieft antwoorden, anders wordt de chat misschien verbroken. 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 That is how the chat window is designed. 	 Zo werkt het chat venster. 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik werd even weggeroepen door mijn dochter, maar ik ga het facturnummer opzoeken 	 I was called away for a moment by my daughter, but I'm going to look up the bill number 	 636257720ba53fda93531eee 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bestelnummer:    PHONENUMBER 	 Order number PHONENUMBER 	 636257720ba53fda93531eee 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 No problem. 	 Geen probleem. 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thank you for sharing the information, NAME-F! 	 Bedankt voor het delen van de informatie, NAME-F! 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 In order to verify your account I have send you a 6 digit OTP verification code in your registered email address. 	 Om je account te verifiëren, heb ik je een 6-cijferige EW verificatiecode naar je geregistreerde e-mailadres gestuurd. 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Once received kindly share it with me. 	 Eenmaal ontvangen, deel het alstublieft met mij. 	 636257720ba53fda93531eee 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 hoi, mijn naam is NAME-F. 	 Hi, my name is NAME-F. 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 What is your first name, if I may ask? 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hey NAME-F, nice meeting you!! 	 Hey NAME-F, leuk je te ontmoeten!! 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hope you are doing great. 	 Ik hoop dat het goed met je gaat. 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please tell me what exactly the problem you are facing there? 	 Kun je alsjeblieft uitleggen met wat voor probleem je zit? 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ja hoor! 	 Yes! 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Met jou ook hoop ik. 	 With you too, I hope. 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heb te maken met een download/install error die steeds terug blijft komen. 	 I am dealing with a download/install error that keeps coming back. 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heb de PRS-ORG en veel van de add ons. 	 I have the PRS-ORG and many of the add ons. 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Had laatst de game uninstalled en wilde het opnieuw installeren. 	 Had recently uninstalled the game and wanted to reinstall it. 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I will surely try my best to help you download and install PRS-ORG add on. 	 Ik zal zeker mijn best doen om je te helpen om de PRS-ORG add on te downloaden en te installeren. 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Do you see any error while downloading? 	 Zie je een foutmelding tijdens het downloaden? 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Nu installeert de PRS-ORG app alleen de base game, daarna krijg ik steeds dezelfde foutmelding: something went haywire, try again later 	 Now the PRS-ORG app only installs the base game, after that I keep getting the same error message: something went haywire, try again later 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Dit is al een week zo 	 This has been going on for a week 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Heb het ook via PRS-ORG geprobeerd en met andere games geeft de app precies dezelfde error. 	 Also tried it through PRS-ORG and with other games the app gives the exact same error. 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik kan mijn games nu niet spelen, wat moet ik hiermee doen? 	 I can't play my games now, what should I do with this? 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 het is van de PRS-ORG trouwens, niet van de PRS-ORG! 	 it's from PRS-ORG by the way, not PRS-ORG! 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I just double checked with my team on this. 	 Ik heb het dubbel gecontroleerd met mijn team. 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Evidently, this is an on-going issue with the game at the moment. 	 Dit is op het moment duidelijk een voortdurend probleem met het spel. 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Just like you, hundreds of thousands of players are also impacted by the same situation. 	 Net als jij, hebben honderdduizenden spelers last van deze situatie. 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Good news is our game teams are on it. 	 Het goede nieuws is dat ons team er aan werkt. 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 They're literally working on a fix as we speak. 	 Ze werken op dit moment aan een oplossing. 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 It won't be long before this gets taken care. 	 Het zal niet lang duren voordat dit wordt opgelost. 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Once that happens, this'll be resolved not just for you but for all affected players. 	 Zodra dat is gebeurd, wordt dit niet alleen voor jou opgelost, maar voor alle betrokken spelers. 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 okee, zoiets dacht ik al ja. 	 Okay, I thought something like that yes. 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Het is fijn om te horen dat eraan gewerkt wordt. 	 It is nice to hear that it is being worked on. 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hoe weet ik wanneer dit opgelost is? 	 How will I know when this is resolved? 	 634eccf69b6a84d3deac5b5d 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 We strive to make our products &amp; services better with all the feedback we receive from awesome players like yourself. 	 We streven ernaar om onze producten &amp; services beter te maken met alle feedback die we van geweldige spelers zoals jou ontvangen. 	 634eccf69b6a84d3deac5b5d 	 agent 	 informal 	 0015800001EMz0vAAD
